date,reservoir_name_as_reported,min_drawdown_level_m,full_reservoir_level_m,full_reservoir_storage_mcm,full_reservoir_storage_reported_mu,level_m,effective_storage_mcm,storage_percent,generation_capability_gross_mu,generation_capability_station_mu,classification,source_sha256
2024-10-23,PORINGAL,405.689,423.976,30.356,10.625,423.25,27.95,92,9.783,9.783,official_observed_reference,c948595666689775d48ae3109bfbc0febdaaf5146861c09cbd780e161f374f94
2024-10-23,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.5,,0,0,,official_observed_reference,c948595666689775d48ae3109bfbc0febdaaf5146861c09cbd780e161f374f94
2024-10-23,LOWER PERIYAR,237.74,253,4.55,2.093,248,2.51,55,1.155,1.155,official_observed_reference,c948595666689775d48ae3109bfbc0febdaaf5146861c09cbd780e161f374f94
2024-10-23,KAKKAD,181.36,192.63,1.16,0.358,186.3,,0,0,,official_observed_reference,c948595666689775d48ae3109bfbc0febdaaf5146861c09cbd780e161f374f94
2024-10-24,IDUKKI,694.944,732.43,1460,2190,723.705,996.886,68,1495.329,1465.422,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,PAMBA,963.168,986.332,31.001,59.46,969.75,5.9,59,537.52,452.744,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,KAKKI,908.304,981.456,446.542,856.467,969.55,274.35,0,0,,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,SHOLAYAR,779.374,811.68,149.23,152.065,811.377,146.389,98,149.17,97.642,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,IDAMALAYAR,115,169,1017.8,254.45,161.57,804.045,79,201.011,201.011,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,KUNDALA,1735.836,1758.696,7.787,22.738,1758.25,7.43,95,157.549,68.145,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.45,46.525,84,0,,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,KUTTIADI,737.616,758.037,33.99,42.827,755.204,26.896,79,254.83,246.74,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,THARIODE,750.5,775.6,201,253.26,773.5,175.35,87,0,,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,ANAYIRANKAL,1188,1207.008,48.968,65.616,1204.74,38.66,79,103.823,36.547,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,PONMUDI,678.8,707.745,47.4,63.516,704.8,38.82,82,0,,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,NERIAMANGALAM,445,456.59,5.557,4.835,454.8,4.34,78,3.776,1.779,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,PORINGAL,405.689,423.976,30.356,10.625,423.3,28.1,93,9.835,9.835,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.35,,0,0,,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,LOWER PERIYAR,237.74,253,4.55,2.093,249.4,3.04,67,1.398,1.398,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-24,KAKKAD,181.36,192.63,1.16,0.358,185.9,,0,0,,official_observed_reference,f6a57813b524b7ec1a774f42185698f81bfa54bc84f49ade3641cee4171f8e91
2024-10-25,IDUKKI,694.944,732.43,1460,2190,723.839,1003.128,69,1504.692,1474.598,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,PAMBA,963.168,986.332,31.001,59.46,969.95,6.1,59,540.205,455.006,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,KAKKI,908.304,981.456,446.542,856.467,969.648,275.55,0,0,,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,SHOLAYAR,779.374,811.68,149.23,152.065,811.439,146.941,98,149.733,98.01,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,IDAMALAYAR,115,169,1017.8,254.45,161.97,815.445,80,203.861,203.861,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,KUNDALA,1735.836,1758.696,7.787,22.738,1758.25,7.43,95,157.914,68.303,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.5,46.65,84,0,,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,KUTTIADI,737.616,758.037,33.99,42.827,755.295,27.125,80,254.362,246.287,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,THARIODE,750.5,775.6,201,253.26,773.45,174.75,87,0,,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,ANAYIRANKAL,1188,1207.008,48.968,65.616,1204.84,39.11,80,104.252,36.698,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,PONMUDI,678.8,707.745,47.4,63.516,704.75,38.69,82,0,,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,NERIAMANGALAM,445,456.59,5.557,4.835,454.7,4.28,77,3.724,1.754,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,PORINGAL,405.689,423.976,30.356,10.625,423.05,27.375,90,9.581,9.581,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.55,,0,0,,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,LOWER PERIYAR,237.74,253,4.55,2.093,249.4,3.04,67,1.398,1.398,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-25,KAKKAD,181.36,192.63,1.16,0.358,184.6,,0,0,,official_observed_reference,41cb2a9e3b1180c499c677a301b22ac5d1fce2c41a3efc0314c55d6beb13db24
2024-10-27,IDUKKI,694.944,732.43,1460,2190,724.339,1026.423,70,1539.635,1508.842,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,PAMBA,963.168,986.332,31.001,59.46,970.2,6.35,60,548.164,461.71,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,KAKKI,908.304,981.456,446.542,856.467,969.97,279.45,0,0,,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,SHOLAYAR,779.374,811.68,149.23,152.065,811.439,146.941,98,149.733,98.01,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,IDAMALAYAR,115,169,1017.8,254.45,162.32,825.42,81,206.355,206.355,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,KUNDALA,1735.836,1758.696,7.787,22.738,1758.25,7.43,95,158.279,68.461,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.55,46.775,85,0,,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,KUTTIADI,737.616,758.037,33.99,42.827,755.6,27.887,82,252.803,244.777,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,THARIODE,750.5,775.6,201,253.26,773.3,172.75,86,0,,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,ANAYIRANKAL,1188,1207.008,48.968,65.616,1204.97,39.695,81,105.21,37.035,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,PONMUDI,678.8,707.745,47.4,63.516,704.8,38.82,82,0,,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,NERIAMANGALAM,445,456.59,5.557,4.835,454.4,4.1,74,3.567,1.68,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,PORINGAL,405.689,423.976,30.356,10.625,422.5,26,86,9.1,9.1,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.55,,0,0,,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,LOWER PERIYAR,237.74,253,4.55,2.093,249.4,3.04,67,1.398,1.398,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-27,KAKKAD,181.36,192.63,1.16,0.358,186.25,,0,0,,official_observed_reference,8c71361ebae66bfd25df267d7c1bf0d778f5fc26246f561b65b6d28c39ca73d4
2024-10-28,IDUKKI,694.944,732.43,1460,2190,724.406,1029.544,71,1544.316,1513.43,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,PAMBA,963.168,986.332,31.001,59.46,970.3,6.45,60,549.507,462.841,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,KAKKI,908.304,981.456,446.542,856.467,970.023,280.05,0,0,,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,SHOLAYAR,779.374,811.68,149.23,152.065,811.317,145.879,98,148.651,97.301,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,IDAMALAYAR,115,169,1017.8,254.45,162.36,826.56,81,206.64,206.64,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,KUNDALA,1735.836,1758.696,7.787,22.738,1758.25,7.43,95,157.914,68.303,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.5,46.65,84,0,,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,KUTTIADI,737.616,758.037,33.99,42.827,755.295,27.125,80,250.582,242.627,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,THARIODE,750.5,775.6,201,253.26,773.2,171.75,85,0,,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,ANAYIRANKAL,1188,1207.008,48.968,65.616,1205,39.83,81,105.056,36.981,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,PONMUDI,678.8,707.745,47.4,63.516,704.7,38.57,81,0,,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,NERIAMANGALAM,445,456.59,5.557,4.835,454.1,3.92,71,3.41,1.606,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,PORINGAL,405.689,423.976,30.356,10.625,422.05,24.875,82,8.706,8.706,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.6,,0,0,,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,LOWER PERIYAR,237.74,253,4.55,2.093,249.4,3.04,67,1.398,1.398,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-28,KAKKAD,181.36,192.63,1.16,0.358,186.1,,0,0,,official_observed_reference,196e290b799740bb388deebd1de185c6316b03af17e820005d6c11366a74b398
2024-10-29,IDUKKI,694.944,732.43,1460,2190,724.467,1032.381,71,1548.572,1517.6,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,PAMBA,963.168,986.332,31.001,59.46,970.25,6.4,60,549.987,463.245,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,KAKKI,908.304,981.456,446.542,856.467,970.053,280.35,0,0,,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,SHOLAYAR,779.374,811.68,149.23,152.065,811.225,145.115,97,147.872,96.792,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,IDAMALAYAR,115,169,1017.8,254.45,162.31,825.135,81,206.284,206.284,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,KUNDALA,1735.836,1758.696,7.787,22.738,1758.25,7.43,95,157.914,68.303,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.5,46.65,84,0,,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,KUTTIADI,737.616,758.037,33.99,42.827,755.112,26.667,78,249.376,241.459,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,THARIODE,750.5,775.6,201,253.26,773.15,171.25,85,0,,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,ANAYIRANKAL,1188,1207.008,48.968,65.616,1205.06,40.1,82,104.413,36.755,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,PONMUDI,678.8,707.745,47.4,63.516,704.4,37.82,80,0,,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,NERIAMANGALAM,445,456.59,5.557,4.835,453.2,3.38,61,2.941,1.385,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,PORINGAL,405.689,423.976,30.356,10.625,421.65,23.875,79,8.356,8.356,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.65,,0,0,,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,LOWER PERIYAR,237.74,253,4.55,2.093,249.2,2.95,65,1.357,1.357,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-29,KAKKAD,181.36,192.63,1.16,0.358,186.4,,0,0,,official_observed_reference,9ff4c07053dd36be499fe5330ed668c82fd93618422a3263018456e6ae14b9aa
2024-10-30,IDUKKI,694.944,732.43,1460,2190,724.51,1034.367,71,1551.551,1520.519,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,PAMBA,963.168,986.332,31.001,59.46,970.2,6.35,60,549.028,462.437,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,KAKKI,908.304,981.456,446.542,856.467,970.01,279.9,0,0,,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,SHOLAYAR,779.374,811.68,149.23,152.065,811.103,144.081,97,146.819,96.102,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,IDAMALAYAR,115,169,1017.8,254.45,162.25,823.425,81,205.856,205.856,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,KUNDALA,1735.836,1758.696,7.787,22.738,1758.25,7.43,95,157.914,68.303,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.5,46.65,84,0,,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,KUTTIADI,737.616,758.037,33.99,42.827,754.807,25.904,76,247.784,239.918,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,THARIODE,750.5,775.6,201,253.26,773.1,170.75,85,0,,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,ANAYIRANKAL,1188,1207.008,48.968,65.616,1205.1,40.28,82,104.252,36.698,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,PONMUDI,678.8,707.745,47.4,63.516,704.3,37.52,79,0,,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,NERIAMANGALAM,445,456.59,5.557,4.835,452.6,3.05,55,2.654,1.25,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,PORINGAL,405.689,423.976,30.356,10.625,421.15,22.625,75,7.919,7.919,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.6,,0,0,,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,LOWER PERIYAR,237.74,253,4.55,2.093,248.7,2.76,61,1.27,1.27,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-30,KAKKAD,181.36,192.63,1.16,0.358,185.1,,0,0,,official_observed_reference,90a9b866a380079ee9d4cb66d5e3dc3e32e0bd543f803bb2873d0348a8fcba74
2024-10-31,IDUKKI,694.944,732.43,1460,2190,724.589,1038.063,71,1557.095,1525.953,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,PAMBA,963.168,986.332,31.001,59.46,970.3,6.45,60,550.658,463.81,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,KAKKI,908.304,981.456,446.542,856.467,970.08,280.65,0,0,,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,SHOLAYAR,779.374,811.68,149.23,152.065,811.012,143.316,96,146.039,95.592,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,IDAMALAYAR,115,169,1017.8,254.45,162.27,823.995,81,205.999,205.999,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,KUNDALA,1735.836,1758.696,7.787,22.738,1758.2,7.39,95,157.432,68.095,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.45,46.525,84,0,,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,KUTTIADI,737.616,758.037,33.99,42.827,755.051,26.515,78,246.79,238.955,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,THARIODE,750.5,775.6,201,253.26,773,169.35,84,0,,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,ANAYIRANKAL,1188,1207.008,48.968,65.616,1205.14,40.46,83,104.386,36.745,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,PONMUDI,678.8,707.745,47.4,63.516,704.25,37.44,79,0,,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,NERIAMANGALAM,445,456.59,5.557,4.835,454,3.86,69,3.358,1.582,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,PORINGAL,405.689,423.976,30.356,10.625,420.45,20.875,69,7.306,7.306,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.55,,0,0,,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,LOWER PERIYAR,237.74,253,4.55,2.093,248.5,2.69,59,1.237,1.237,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-10-31,KAKKAD,181.36,192.63,1.16,0.358,185.1,,0,0,,official_observed_reference,afb261c2a59d23225ca4fb5ba2e7777aa6b1c8c45943fa3b2f5574b0d0045e93
2024-11-01,IDUKKI,694.944,732.43,1460,2190,724.68,1042.328,71,1563.492,1532.222,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,PAMBA,963.168,986.332,31.001,59.46,970.75,6.9,61,554.398,466.96,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,KAKKI,908.304,981.456,446.542,856.467,970.197,282.15,0,0,,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,SHOLAYAR,779.374,811.68,149.23,152.065,810.92,142.552,96,145.26,95.082,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,IDAMALAYAR,115,169,1017.8,254.45,162.29,824.565,81,206.141,206.141,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,KUNDALA,1735.836,1758.696,7.787,22.738,1758.2,7.39,95,157.432,68.095,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.45,46.525,84,0,,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,KUTTIADI,737.616,758.037,33.99,42.827,755.265,27.049,80,246.958,239.118,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,THARIODE,750.5,775.6,201,253.26,772.95,168.95,84,0,,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,ANAYIRANKAL,1188,1207.008,48.968,65.616,1205.25,40.955,84,105.559,37.158,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,PONMUDI,678.8,707.745,47.4,63.516,704.4,37.82,80,0,,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,NERIAMANGALAM,445,456.59,5.557,4.835,453.5,3.56,64,3.097,1.459,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,PORINGAL,405.689,423.976,30.356,10.625,420.2,20.25,67,7.088,7.088,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,SENGULAM (SBR),844.86,847.6,1.614,0.71,846.4,,0,0,,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,LOWER PERIYAR,237.74,253,4.55,2.093,248,2.51,55,1.155,1.155,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-01,KAKKAD,181.36,192.63,1.16,0.358,186.5,,0,0,,official_observed_reference,d2532e87ee5ef36217effb482d353830cbe42d721e525f1055dbabeb8d21a96b
2024-11-02,IDUKKI,694.944,732.43,1460,2190,724.814,1048.582,72,1572.873,1541.416,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
2024-11-02,PAMBA,963.168,986.332,31.001,59.46,971,7.15,61,559.481,471.241,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
2024-11-02,KAKKI,908.304,981.456,446.542,856.467,970.407,284.55,0,0,,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
2024-11-02,SHOLAYAR,779.374,811.68,149.23,152.065,810.859,142.014,95,144.712,94.723,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
2024-11-02,IDAMALAYAR,115,169,1017.8,254.45,162.29,824.565,81,206.141,206.141,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
2024-11-02,KUNDALA,1735.836,1758.696,7.787,22.738,1758.25,7.43,95,157.549,68.145,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
2024-11-02,MADUPPATTY,1554.48,1599.59,55.217,161.234,1596.45,46.525,84,0,,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
2024-11-02,KUTTIADI,737.616,758.037,33.99,42.827,755.448,27.506,81,246.023,238.212,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
2024-11-02,THARIODE,750.5,775.6,201,253.26,772.85,167.75,83,0,,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
2024-11-02,ANAYIRANKAL,1188,1207.008,48.968,65.616,1205.5,42.08,86,111.086,39.104,official_observed_reference,8a3ff741210754f268bbcfc81cfae38d83cde35d84aff4cac79c001b414a808d
